30.0001 30.0266 30.1849 30.5435 31.1231 31.9147 32.8922 34.0218 35.2682 36.5978 37.9809 39.3925 40.8117 42.2214 43.6073 44.9565  46.257 47.4968 48.6631 49.7423   50.72 51.5807 52.3088 52.8884 53.3045 53.5433 53.5926 53.4429 53.0874 52.5222 51.7469 50.7642   49.58 48.2026  46.643 44.9137 43.0283  41.001 38.8461 36.5772 34.2071 31.7476 29.2091 26.6014 23.9331 21.2127 18.4484 15.6485 12.8211 9.97316
     30 30.0339 30.2348 30.6859 31.4065 32.3761  33.552 34.8832 36.3182 37.8112 39.3249 40.8313 42.3112  43.753 45.1506 46.5009  47.802 49.0508 50.2419 51.3658 52.4087 53.3522 54.1739 54.8479 55.3465 55.6415 55.7059  55.516 55.0527 54.3036  53.264 51.9376 50.3375 48.4855 46.4117  44.153 41.7513 39.2509 36.6958 34.1264 31.5766 29.0708 26.6217 24.2289 21.8795 19.5499 17.2116 14.8391 12.4236  9.9909
30.0002 30.0384 30.2624 30.7581 31.5384 32.5731 33.8104 35.1923 36.6639 38.1787 39.7016 41.2081 42.6836 44.1209 45.5174 46.8721 48.1836 49.4477 50.6558 51.7945 52.8447 53.7826 54.5803 55.2074 55.6326 55.8258 55.7598 55.4126 54.7689 53.8217 52.5731 51.0348 49.2281 47.1832 44.9381 42.5364 40.0253 37.4526 34.8643 32.3009 29.7951  27.369 25.0331 22.7848 20.6101 18.4858 16.3849 14.2838 12.1743 10.0773
30.0001 30.0428 30.2897 30.8286 31.6647 32.7574 34.0462 35.4671 36.9633 38.4896 40.0144 41.5183 42.9917 44.4316 45.8377 47.2098 48.5446 49.8343 51.0651 52.2168 53.2638 54.1759 54.9201 55.4623 55.7701 55.8147 55.5728  55.029 54.1765 53.0187 51.5687 49.8496  47.893 45.7379 43.4284 41.0113 38.5334 36.0385 33.5651 31.1438 28.7954   26.53 24.3467 22.2347 20.1755 18.1467  16.127 14.1028 12.0761 10.0729
29.9999 30.0445 30.2991 30.8462 31.6817 32.7573 34.0084  35.372 36.7961 38.2438 39.6928 41.1329 42.5624 43.9832 45.3973 46.8029 48.1922   49.55  50.853  52.071 53.1681 54.1049 54.8412 55.3386 55.5635 55.4893 55.0988 54.3852 53.3531 52.0188 50.4088 48.5588 46.5117 44.3146 42.0158 39.6624 37.2965 34.9531 32.6583 30.4274 28.2652 26.1669 24.1195 22.1053 20.1053 18.1036 16.0914   14.07 12.0522 10.0594
29.9999 30.0469 30.3101 30.8641 31.6914 32.7324 33.9164 35.1809 36.4801 37.7877 39.0944 40.4032 41.7242  43.068 44.4416 45.8438 47.2633 48.6776 50.0536 51.3494  52.517 53.5059 54.2665 54.7539 54.9317 54.7744 54.2695 53.4188 52.2383 50.7571 49.0159 47.0636 44.9543 42.7432 40.4829 38.2194 35.9894 33.8173 31.7151 29.6816 27.7049 25.7649 23.8382 21.9029  19.944 17.9579 15.9544  13.955 11.9849 10.0559
30.0001 30.0481 30.3137 30.8635 31.6696 32.6638 33.7718 34.9323 36.1053 37.2735 38.4381 39.6133 40.8185 42.0718 43.3844 44.7562 46.1741 47.6105 49.0256 50.3693  51.585 52.6141 53.4003 53.8943 54.0572  53.864 53.3055 52.3891  51.138 49.5902 47.7949 45.8095 43.6946 41.5098 39.3091 37.1365 35.0231 32.9853 31.0242 29.1274 27.2716 25.4281 23.5685 21.6716 19.7292 17.7503 15.7612 13.7989 11.8951 10.0463
29.9999 30.0468 30.3044 30.8338 31.6035 32.5441 33.5819 34.6581 35.7367 36.8048 37.8688 38.9473 40.0641 41.2406 42.4904 43.8148 45.2008 46.6205 48.0324 49.3846 50.6182 51.6721 52.4877 53.0135 53.2089 53.0477 52.5199 51.6324 50.4089 48.8876 47.1184 45.1595  43.072 40.9159 38.7452 36.6036 34.5217 32.5149 30.5832 28.7133 26.8815 25.0593 23.2192 21.3421 19.4231  17.475 15.5283 13.6226 11.7891 10.0173
29.9997 30.0442 30.2886 30.7901 31.5184 32.4068 33.3853 34.3985 35.4127 36.4168 37.4181 38.4357 39.4937 40.6139 41.8104 43.0853  44.427 45.8091 47.1919 48.5254 49.7523  50.813 51.6497 52.2112 52.4563 52.3577 51.9029 51.0965 49.9583 48.5231 46.8369  44.954 42.9324 40.8295 38.6976 36.5798 34.5073 32.4971 30.5521 28.6623 26.8081 24.9647 23.1081 21.2216 19.3014 17.3602 15.4267 13.5388 11.7265 9.98201
     30 30.0416  30.271 30.7435  31.432 32.2753 33.2081 34.1781 35.1533 36.1222 37.0908 38.0764 39.1009  40.185 41.3422 42.5752 43.8738 45.2144 46.5606 47.8658 49.0767 50.1367 50.9908 51.5889 51.8902 51.8659 51.5012 50.7964 49.7666  48.441 46.8597 45.0716 43.1296 41.0875 38.9952 36.8955 34.8207  32.791 30.8136 28.8841 26.9882 25.1064 23.2184 21.3091 19.3737 17.4213 15.4752 13.5678 11.7272 9.95246
