    130 129.982 129.869 129.604 129.161 128.529 127.712 126.721 125.567 124.264 122.826 121.265 119.591 117.815 115.944 113.985 111.948 109.838 107.664 105.432  103.15 100.826 98.4675 96.0822 93.6773 91.2598 88.8363 86.4127 83.9943 81.5861 79.1923 76.8171 74.4641  72.137 69.8394 67.5749 65.3471 63.1594 61.0151 58.9168  56.866 54.8632 52.9066 50.9924 49.1143 47.2635 45.4293 43.6006 41.7676 39.9257
    130     130 129.994 129.967 129.898 129.766 129.548 129.227 128.785 128.209 127.489 126.615 125.579 124.377 123.005 121.459 119.741 117.851 115.794 113.578 111.212 108.711  106.09 103.369  100.57 97.7168 94.8338 91.9464 89.0787 86.2529 83.4884 80.8003 78.1993 75.6903 73.2729 70.9409 68.6828 66.4832 64.3233 62.1831 60.0432 57.8862 55.6995 53.4755 51.2129 48.9155 46.5894 44.2375 41.8504 39.3922
    130  130.01 130.058 130.148 130.258 130.354 130.396 130.347 130.175 129.851 129.355 128.673 127.794 126.715 125.435 123.957 122.286 120.433 118.406 116.219 113.886 111.423 108.849 106.183 103.445 100.657 97.8388 95.0122 92.1959 89.4069 86.6589 83.9623 81.3231 78.7425 76.2174 73.7403 71.3002 68.8835 66.4756 64.0628 61.6339 59.1824 56.7078 54.2168 51.7226  49.243 46.7954  44.389 42.0113 39.6098
    130 130.019 130.122 130.323 130.593 130.877 131.114 131.245 131.221 131.001 130.561 129.885 128.968 127.813 126.432 124.837 123.046 121.077 118.951 116.685   114.3 111.813 109.243 106.607 103.922 101.205 98.4706 95.7348 93.0103 90.3084 87.6383 85.0056  82.413 79.8594 77.3399 74.8464  72.368 69.8921 67.4061  64.899 62.3633 59.7967 57.2041 54.5979 51.9971 49.4249  46.902 44.4366 42.0084 39.5451
    130 130.017 130.108 130.283 130.511  130.74 130.907 130.955 130.835 130.509 129.951 129.148   128.1 126.811 125.298  123.58 121.678 119.618 117.425 115.123 112.733 110.278 107.776 105.243 102.693 100.138 97.5871 95.0485 92.5268 90.0252 87.5446 85.0837 82.6392  80.206  77.777 75.3445 72.8995 70.4337 67.9399 65.4129 62.8511 60.2571 57.6384 55.0072 52.3796 49.7724 47.1984 44.6583 42.1292  39.547
    130 130.008  130.05 130.125  130.21 130.268 130.256 130.133 129.861  129.41 128.756 127.885  126.79 125.473 123.942 122.209 120.295 118.218 116.005 113.679 111.265 108.788 106.272 103.735 101.197 98.6732 96.1741  93.708  91.279 88.8878 86.5314 84.2038 81.8964 79.5985 77.2982 74.9831 72.6415 70.2632 67.8407 65.3699 62.8513 60.2899 57.6956 55.0821 52.4656 49.8613 47.2791 44.7171 42.1517 39.5255
    130 129.999 129.989 129.959 129.895 129.781 129.596 129.316 128.919 128.381 127.682 126.805 125.735 124.464  122.99 121.317 119.452 117.411 115.213 112.881  110.44 107.919 105.345 102.745 100.144 97.5637 95.0222 92.5324 90.1017 87.7323 85.4209 83.1594 80.9352 78.7325 76.5335 74.3199  72.074 69.7811 67.4302 65.0159 62.5389 60.0067 57.4331 54.8371 52.2399 49.6614  47.114 44.5947 42.0749 39.4868
    130 129.992 129.946 129.844  129.68 129.451 129.152 128.774 128.305 127.727 127.022 126.169 125.151 123.951 122.561 120.974 119.192 117.225 115.087 112.797 110.382 107.868 105.287 102.667 100.037 97.4226 94.8448 92.3193  89.856 87.4582 85.1232 82.8422 80.6018 78.3846 76.1712 73.9419 71.6782 69.3651 66.9927 64.5572 62.0625 59.5198 56.9469 54.3666 51.8031 49.2776  46.801 44.3657 41.9341 39.4255
129.999  129.99 129.934 129.809 129.612 129.341     129 128.584 128.087 127.496 126.796 125.969 124.996 123.861  122.55 121.054 119.371 117.504 115.462 113.261 110.922 108.469 105.929 103.331 100.704 98.0739 95.4635 92.8915  90.371 87.9088 85.5057 83.1563 80.8497 78.5709 76.3017 74.0228 71.7156 69.3644 66.9579 64.4914 61.9676 59.3976    56.8 54.1993 51.6229 49.0953 46.6307 44.2227 41.8306 39.3625
    130 129.992 129.943 129.833 129.653   129.4 129.073 128.668  128.18 127.599 126.913 126.109 125.171 124.085 122.838 121.422  119.83 118.063 116.125 114.026 111.782 109.412 106.938 104.386 101.781 99.1496 96.5156 93.8998 91.3188 88.7841 86.3016  83.871 81.4863 79.1363 76.8058 74.4766 72.1301 69.7484 67.3175 64.8287 62.2808 59.6812 57.0466 54.4011 51.7742 49.1946 46.6823 44.2356 41.8144 39.3169
